gtin,sku,description,locationGln,locationName,quantityOnHand,uom,status
00012345600050,SKU-WOOF-005-685,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,80,EA,active
00012345600067,SKU-WOOF-006-686,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,212,EA,active
00012345600074,SKU-WOOF-007-687,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1471,EA,active
00012345600081,SKU-WOOF-008-688,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,1129,EA,active
00012345600012,SKU-WOOF-001-689,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,919,EA,active
00012345600029,SKU-WOOF-002-690,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,201,CS,active
00012345600036,SKU-WOOF-003-691,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1273,EA,active
00012345600043,SKU-WOOF-004-692,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,1449,EA,active
00012345600050,SKU-WOOF-005-693,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,1249,EA,active
00012345600067,SKU-WOOF-006-694,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,464,EA,reserved
00012345600074,SKU-WOOF-007-695,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1195,PL,active
00012345600081,SKU-WOOF-008-696,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,197,EA,active
00012345600012,SKU-WOOF-001-697,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,723,PL,reserved
00012345600029,SKU-WOOF-002-698,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,1284,EA,active
00012345600036,SKU-WOOF-003-699,Squirrel Detection Radar,0614141000043,Poodle Processing Center,1234,CS,active
00012345600043,SKU-WOOF-004-700,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,810,PL,active
00012345600050,SKU-WOOF-005-701,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,1322,EA,active
00012345600067,SKU-WOOF-006-702,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,53,EA,active
00012345600074,SKU-WOOF-007-703,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1343,EA,low_stock
00012345600081,SKU-WOOF-008-704,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,535,EA,active
00012345600012,SKU-WOOF-001-705,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,798,EA,active
00012345600029,SKU-WOOF-002-706,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,1446,CS,active
00012345600036,SKU-WOOF-003-707,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,664,EA,active
00012345600043,SKU-WOOF-004-708,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,768,CS,reserved
00012345600050,SKU-WOOF-005-709,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,338,EA,active
00012345600067,SKU-WOOF-006-710,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,1075,EA,reserved
00012345600074,SKU-WOOF-007-711,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,311,EA,reserved
00012345600081,SKU-WOOF-008-712,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,829,EA,active
00012345600012,SKU-WOOF-001-713,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,424,EA,active
00012345600029,SKU-WOOF-002-714,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1068,EA,low_stock
00012345600036,SKU-WOOF-003-715,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,1057,EA,active
00012345600043,SKU-WOOF-004-716,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,1217,EA,active
00012345600050,SKU-WOOF-005-717,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,797,EA,low_stock
00012345600067,SKU-WOOF-006-718,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,1159,EA,active
00012345600074,SKU-WOOF-007-719,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,593,EA,reserved
00012345600081,SKU-WOOF-008-720,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,803,EA,reserved
00012345600012,SKU-WOOF-001-721,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,589,CS,active
00012345600029,SKU-WOOF-002-722,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,558,CS,reserved
00012345600036,SKU-WOOF-003-723,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,595,EA,active
00012345600043,SKU-WOOF-004-724,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,670,EA,active
00012345600050,SKU-WOOF-005-725,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,497,EA,active
00012345600067,SKU-WOOF-006-726,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,503,PL,active
00012345600074,SKU-WOOF-007-727,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,658,CS,active
00012345600081,SKU-WOOF-008-728,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,89,EA,reserved
00012345600012,SKU-WOOF-001-729,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,723,EA,active
00012345600029,SKU-WOOF-002-730,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,1292,CS,active
00012345600036,SKU-WOOF-003-731,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1086,CS,active
00012345600043,SKU-WOOF-004-732,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,79,EA,active
00012345600050,SKU-WOOF-005-733,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,1435,EA,active
00012345600067,SKU-WOOF-006-734,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,336,PL,reserved
00012345600074,SKU-WOOF-007-735,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1105,EA,active
00012345600081,SKU-WOOF-008-736,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,1381,EA,active
00012345600012,SKU-WOOF-001-737,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,702,PL,active
00012345600029,SKU-WOOF-002-738,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,586,CS,active
00012345600036,SKU-WOOF-003-739,Squirrel Detection Radar,0614141000043,Poodle Processing Center,796,EA,active
00012345600043,SKU-WOOF-004-740,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,54,EA,active
00012345600050,SKU-WOOF-005-741,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,974,EA,low_stock
00012345600067,SKU-WOOF-006-742,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,293,CS,active
00012345600074,SKU-WOOF-007-743,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,677,EA,active
00012345600081,SKU-WOOF-008-744,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,1207,CS,active
00012345600012,SKU-WOOF-001-745,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,971,PL,low_stock
00012345600029,SKU-WOOF-002-746,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,1366,EA,low_stock
00012345600036,SKU-WOOF-003-747,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,89,EA,low_stock
00012345600043,SKU-WOOF-004-748,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,774,EA,reserved
00012345600050,SKU-WOOF-005-749,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,1021,EA,active
00012345600067,SKU-WOOF-006-750,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,1420,EA,active
00012345600074,SKU-WOOF-007-751,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,1211,PL,low_stock
00012345600081,SKU-WOOF-008-752,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,186,EA,active
00012345600012,SKU-WOOF-001-753,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,1389,EA,active
00012345600029,SKU-WOOF-002-754,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1036,EA,low_stock
00012345600036,SKU-WOOF-003-755,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,1282,EA,low_stock
00012345600043,SKU-WOOF-004-756,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,754,EA,active
00012345600050,SKU-WOOF-005-757,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,1259,EA,active
00012345600067,SKU-WOOF-006-758,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,1386,EA,reserved
00012345600074,SKU-WOOF-007-759,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,306,EA,active
00012345600081,SKU-WOOF-008-760,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,1372,EA,reserved
00012345600012,SKU-WOOF-001-761,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,316,EA,low_stock
00012345600029,SKU-WOOF-002-762,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,1241,EA,low_stock
00012345600036,SKU-WOOF-003-763,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,663,EA,active
00012345600043,SKU-WOOF-004-764,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,158,EA,active
00012345600050,SKU-WOOF-005-765,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,1293,EA,active
00012345600067,SKU-WOOF-006-766,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,1167,EA,active
00012345600074,SKU-WOOF-007-767,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1005,EA,low_stock
00012345600081,SKU-WOOF-008-768,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,1402,CS,low_stock
00012345600012,SKU-WOOF-001-769,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,269,EA,active
00012345600029,SKU-WOOF-002-770,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,1100,EA,reserved
00012345600036,SKU-WOOF-003-771,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,563,EA,active
00012345600043,SKU-WOOF-004-772,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,1118,EA,low_stock
00012345600050,SKU-WOOF-005-773,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,1140,EA,active
00012345600067,SKU-WOOF-006-774,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,382,EA,active
00012345600074,SKU-WOOF-007-775,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,562,EA,active
00012345600081,SKU-WOOF-008-776,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,484,EA,active
00012345600012,SKU-WOOF-001-777,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,715,EA,active
00012345600029,SKU-WOOF-002-778,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,1173,EA,active
00012345600036,SKU-WOOF-003-779,Squirrel Detection Radar,0614141000043,Poodle Processing Center,1021,EA,active
00012345600043,SKU-WOOF-004-780,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,109,EA,active
00012345600050,SKU-WOOF-005-781,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,704,CS,active
00012345600067,SKU-WOOF-006-782,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1346,CS,low_stock
00012345600074,SKU-WOOF-007-783,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,165,EA,active
00012345600081,SKU-WOOF-008-784,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,666,EA,active
00012345600012,SKU-WOOF-001-785,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,1144,CS,reserved
00012345600029,SKU-WOOF-002-786,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,1014,EA,active
00012345600036,SKU-WOOF-003-787,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,210,EA,active
00012345600043,SKU-WOOF-004-788,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,1365,EA,active
00012345600050,SKU-WOOF-005-789,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,1042,CS,reserved
00012345600067,SKU-WOOF-006-790,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,1358,EA,low_stock
00012345600074,SKU-WOOF-007-791,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,910,EA,active
00012345600081,SKU-WOOF-008-792,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,1375,EA,reserved
00012345600012,SKU-WOOF-001-793,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,636,EA,active
00012345600029,SKU-WOOF-002-794,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1011,EA,low_stock
00012345600036,SKU-WOOF-003-795,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,137,EA,active
00012345600043,SKU-WOOF-004-796,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,669,EA,active
00012345600050,SKU-WOOF-005-797,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,854,CS,low_stock
00012345600067,SKU-WOOF-006-798,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,631,EA,active
00012345600074,SKU-WOOF-007-799,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,926,EA,low_stock
00012345600081,SKU-WOOF-008-800,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,937,EA,active
00012345600012,SKU-WOOF-001-801,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,588,EA,active
00012345600029,SKU-WOOF-002-802,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,979,EA,low_stock
00012345600036,SKU-WOOF-003-803,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,1272,PL,active
00012345600043,SKU-WOOF-004-804,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,1500,EA,active
00012345600050,SKU-WOOF-005-805,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,1042,EA,active
00012345600067,SKU-WOOF-006-806,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,311,EA,active
00012345600074,SKU-WOOF-007-807,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,273,EA,active
00012345600081,SKU-WOOF-008-808,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,1234,EA,reserved
00012345600012,SKU-WOOF-001-809,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,541,EA,active
00012345600029,SKU-WOOF-002-810,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,1092,EA,active
00012345600036,SKU-WOOF-003-811,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1443,EA,active
00012345600043,SKU-WOOF-004-812,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,1217,EA,low_stock
00012345600050,SKU-WOOF-005-813,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,225,CS,active
00012345600067,SKU-WOOF-006-814,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,1145,EA,active
00012345600074,SKU-WOOF-007-815,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,118,CS,active
00012345600081,SKU-WOOF-008-816,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,1222,EA,active
00012345600012,SKU-WOOF-001-817,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,542,PL,active
00012345600029,SKU-WOOF-002-818,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,950,EA,active
00012345600036,SKU-WOOF-003-819,Squirrel Detection Radar,0614141000043,Poodle Processing Center,230,EA,active
00012345600043,SKU-WOOF-004-820,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,130,EA,low_stock
00012345600050,SKU-WOOF-005-821,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,902,EA,low_stock
00012345600067,SKU-WOOF-006-822,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1498,EA,active
00012345600074,SKU-WOOF-007-823,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1328,EA,low_stock
00012345600081,SKU-WOOF-008-824,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,494,CS,low_stock
00012345600012,SKU-WOOF-001-825,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,644,EA,active
00012345600029,SKU-WOOF-002-826,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,1169,EA,active
00012345600036,SKU-WOOF-003-827,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,279,CS,low_stock
00012345600043,SKU-WOOF-004-828,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,524,EA,active
00012345600050,SKU-WOOF-005-829,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,510,EA,low_stock
00012345600067,SKU-WOOF-006-830,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,509,EA,active
00012345600074,SKU-WOOF-007-831,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,1409,EA,active
00012345600081,SKU-WOOF-008-832,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,637,EA,active
00012345600012,SKU-WOOF-001-833,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,291,EA,low_stock
00012345600029,SKU-WOOF-002-834,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,278,EA,reserved
00012345600036,SKU-WOOF-003-835,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,280,EA,active
00012345600043,SKU-WOOF-004-836,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,144,EA,active
00012345600050,SKU-WOOF-005-837,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,225,EA,active
00012345600067,SKU-WOOF-006-838,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,266,EA,active
00012345600074,SKU-WOOF-007-839,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,1044,EA,low_stock
00012345600081,SKU-WOOF-008-840,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,865,EA,reserved
00012345600012,SKU-WOOF-001-841,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,854,EA,active
00012345600029,SKU-WOOF-002-842,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,852,EA,reserved
00012345600036,SKU-WOOF-003-843,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,172,EA,active
00012345600043,SKU-WOOF-004-844,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,1129,EA,active
00012345600050,SKU-WOOF-005-845,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,371,EA,reserved
00012345600067,SKU-WOOF-006-846,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,1230,EA,low_stock
00012345600074,SKU-WOOF-007-847,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,169,EA,active
00012345600081,SKU-WOOF-008-848,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,340,CS,active
00012345600012,SKU-WOOF-001-849,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,1485,CS,active
00012345600029,SKU-WOOF-002-850,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,467,PL,active
00012345600036,SKU-WOOF-003-851,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,75,EA,active
00012345600043,SKU-WOOF-004-852,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,1239,EA,active
00012345600050,SKU-WOOF-005-853,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,1314,EA,active
00012345600067,SKU-WOOF-006-854,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,1293,EA,active
00012345600074,SKU-WOOF-007-855,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1289,EA,active
00012345600081,SKU-WOOF-008-856,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,786,EA,low_stock
00012345600012,SKU-WOOF-001-857,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,714,EA,active
00012345600029,SKU-WOOF-002-858,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,1268,EA,active
00012345600036,SKU-WOOF-003-859,Squirrel Detection Radar,0614141000043,Poodle Processing Center,879,CS,active
00012345600043,SKU-WOOF-004-860,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,548,EA,active
00012345600050,SKU-WOOF-005-861,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,1086,EA,active
00012345600067,SKU-WOOF-006-862,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1017,EA,active
00012345600074,SKU-WOOF-007-863,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,723,CS,active
00012345600081,SKU-WOOF-008-864,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,998,EA,active
00012345600012,SKU-WOOF-001-865,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,286,EA,active
00012345600029,SKU-WOOF-002-866,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,751,CS,active
00012345600036,SKU-WOOF-003-867,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,1201,EA,low_stock
00012345600043,SKU-WOOF-004-868,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,162,EA,active
00012345600050,SKU-WOOF-005-869,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,874,EA,active
00012345600067,SKU-WOOF-006-870,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,773,EA,active
00012345600074,SKU-WOOF-007-871,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,80,EA,active
00012345600081,SKU-WOOF-008-872,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,618,EA,active
00012345600012,SKU-WOOF-001-873,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,869,EA,active
00012345600029,SKU-WOOF-002-874,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1372,CS,active
00012345600036,SKU-WOOF-003-875,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,1060,PL,active
00012345600043,SKU-WOOF-004-876,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,362,EA,active
00012345600050,SKU-WOOF-005-877,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,1159,EA,active
00012345600067,SKU-WOOF-006-878,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,1015,EA,active
00012345600074,SKU-WOOF-007-879,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,89,EA,low_stock
00012345600081,SKU-WOOF-008-880,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,312,CS,active
00012345600012,SKU-WOOF-001-881,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,981,EA,low_stock
00012345600029,SKU-WOOF-002-882,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,112,EA,active
00012345600036,SKU-WOOF-003-883,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,903,EA,active
00012345600043,SKU-WOOF-004-884,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,180,EA,reserved
00012345600050,SKU-WOOF-005-885,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,825,EA,active
00012345600067,SKU-WOOF-006-886,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,254,EA,active
00012345600074,SKU-WOOF-007-887,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1331,CS,active
00012345600081,SKU-WOOF-008-888,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,592,PL,reserved
00012345600012,SKU-WOOF-001-889,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,621,CS,reserved
00012345600029,SKU-WOOF-002-890,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,1029,EA,low_stock
00012345600036,SKU-WOOF-003-891,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,1378,EA,active
00012345600043,SKU-WOOF-004-892,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,62,EA,low_stock
00012345600050,SKU-WOOF-005-893,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,773,EA,active
00012345600067,SKU-WOOF-006-894,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,707,CS,low_stock
00012345600074,SKU-WOOF-007-895,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,1449,EA,active
00012345600081,SKU-WOOF-008-896,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,901,EA,active
00012345600012,SKU-WOOF-001-897,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,949,EA,active
00012345600029,SKU-WOOF-002-898,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,783,CS,active
00012345600036,SKU-WOOF-003-899,Squirrel Detection Radar,0614141000043,Poodle Processing Center,383,EA,active
00012345600043,SKU-WOOF-004-900,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,1076,EA,active
00012345600050,SKU-WOOF-005-901,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,499,EA,low_stock
00012345600067,SKU-WOOF-006-902,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1333,EA,active
00012345600074,SKU-WOOF-007-903,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1427,EA,low_stock
00012345600081,SKU-WOOF-008-904,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,711,CS,active
00012345600012,SKU-WOOF-001-905,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,782,EA,low_stock
00012345600029,SKU-WOOF-002-906,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,1045,EA,reserved
00012345600036,SKU-WOOF-003-907,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,670,EA,active
00012345600043,SKU-WOOF-004-908,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,556,EA,low_stock
00012345600050,SKU-WOOF-005-909,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,1449,CS,low_stock
00012345600067,SKU-WOOF-006-910,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,1085,CS,low_stock
00012345600074,SKU-WOOF-007-911,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,1291,CS,active
00012345600081,SKU-WOOF-008-912,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,802,EA,active
